AdditionalInfoId,DetailMarketId,PriceRange,AreaSize,AvailableSpaces,ParkingSpots,Toilets,OperationTime,Transportation,VendorNotes
1408,1408,-,2 ไร่,-,20 คัน,2 ห้อง,เปิดทุกวัน พุธ เวลา 14.0018.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1409,1409,-,2 ไร่,-,30 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 05.0009.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1410,1410,-,3 ไร่,-,60 คัน,8 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1411,1411,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันอังคาร 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1412,1412,-,3 ไร่,-,50 คัน,8 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 09.0018.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1413,1413,-,3 ไร่,-,100 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 09.0019.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1414,1414,-,2 ไร่,-,30 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 05.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1415,1415,-,2 ไร่,-,50 คัน,4 ห้อง,เปิดทุกวัน อาทิตย์ เวลา 16.0021.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1416,1416,-,1 ไร่,-,20 คัน,2 ห้อง,เปิดวัน อังคารกับวันศุกร์ เวลา 15.0019.30 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1417,1417,-,2 ไร่,-,50 คัน,6 ห้อง,เปิดทุกวัน เสาร์ เวลา 16.0021.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1418,1418,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์ เวลา 10.3020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1419,1419,-,1 ไร่,-,30 คัน,2 ห้อง,เปิดทุกวัน พฤหัสบดี เวลา 12.0021.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1420,1420,-,2 ไร่,-,30 คัน,6 ห้อง,เปิดวัน อาทิตย์ เวลา 15.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1421,1421,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1422,1422,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 17.3023.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1423,1423,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1424,1424,-,2 ไร่,-,40 คัน,6 ห้อง,เปิดวัน จันทร์กับวันพฤหัสบดี เวลา 16.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1425,1425,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 04.0019.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1426,1426,-,2 ไร่,-,20 คัน,-,เปิดวัน ศุกร์ เวลา 15.3020.30 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1427,1427,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1428,1428,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1429,1429,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1430,1430,-,2 ไร่,-,20 คัน,10 ห้อง,"เปิดวัน อังคาร , พฤหัสบดี , เสาร์ เวลา 04.0009.00 น.",รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1431,1431,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1432,1432,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1433,1433,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1434,1434,-,2 ไร่,-,30 คัน,5 ห้อง,เปิดทุกวัน อาทิตย์ เวลา 04.3010.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1435,1435,-,2 ไร่,-,50 คัน,6 ห้อง,เปิดทุกวัน เสาร์ เวลา 16.0021.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1436,1436,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวัน พุธ เวลา 14.0020.00 น.,รถยนต์,รับสินค้าทุกประเภท
1437,1437,-,1 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน อังคารอาทิตย์ เวลา 16.3021.00 น.,รถยนต์,รับสินค้าทุกประเภท
1438,1438,-,3 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน จันทร์อังคาร เวลา 16.3021.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1439,1439,-,2 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน เสาร์อาทิตย์ เวลา 07.0014.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1440,1440,-,2 ไร่,-,20 คัน,6 ห้อง,เปิดทุกวัน อาทิตย์ เวลา 16.0021.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1441,1441,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดวัน จันทร์ อังคาร พุธ เวลา 07.0015.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1442,1442,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดวัน อาทิตย์ เวลา 05.0009.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1443,1443,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 05.0019.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1444,1444,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 04.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1445,1445,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1446,1446,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1447,1447,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1448,1448,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน อาทิตย์ เวลา 15.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1449,1449,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1450,1450,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 09.0022.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1451,1451,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1452,1452,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน อังคาร เวลา 13.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1453,1453,-,2 ไร่,-,20 คัน,10 ห้อง,"เปิดวัน พุธ , เสาร์ เวลา 16.0020.00 น.",รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1454,1454,-,2 ไร่,-,20 คัน,10 ห้อง,"เปิดวัน จันทร์ , พุธ , ศุกร์ เวลา 13.0019.00 น.",รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1455,1455,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1456,1456,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 17.0023.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1457,1457,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 03.0009.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1458,1458,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1459,1459,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1460,1460,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1461,1461,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 14.0018.30 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1462,1462,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน พุธ เวลา 14.0019.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1463,1463,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน พฤหัสบดี เวลา 14.0021.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1464,1464,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.0018.30 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1465,1465,-,2 ไร่,-,20 คัน,10 ห้อง,"เปิดทุกวัน จันทร์,เสาร์ และ อาทิตย์ เวลา 16.0023.00 น.",รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1466,1466,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดวัน ศุกร์ เวลา 17.0022.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1467,1467,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 15.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1468,1468,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 03.0022.00 น.,รถยนต์ส่วนตั,รับสินค้าทุกประเภท
1469,1469,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดวัน อังคาร เวลา 13.0018.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1470,1470,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 13.0019.00,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1471,1471,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดวัน อาทิตย์ เวลา 06.0011.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1472,1472,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 05.0011.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1473,1473,-,2 ไร่,-,10 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1474,1474,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 14.0021.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1475,1475,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 01.0022.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1476,1476,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1477,1477,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 04.0023.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1478,1478,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 09.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1479,1479,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 02.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1480,1480,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 06.0020.30 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1481,1481,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 03.3019.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1482,1482,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 04.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1483,1483,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 04.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1484,1484,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 05.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1485,1485,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 05.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1486,1486,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 05.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1487,1487,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 07.3019.30 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1488,1488,-,2 ไร่,-,10 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.00  20.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1489,1489,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 17.0022.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1490,1490,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 17.0022.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1491,1491,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 05.0021.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1492,1492,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1493,1493,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1494,1494,-,2 ไร่,-,10 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 04.0008.00 น.,รถยนต์ส่วนใหม่,รับสินค้าทุกประเภท
1495,1495,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 06.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1496,1496,-,2 ไร่,-,30 คัน,4 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1497,1497,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.0019.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1498,1498,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดวัน เสาร์ เวลา 14.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1499,1499,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดวัน เสาร์ เวลา 14.0022.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1500,1500,-,1,-,20 คัน,4 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1501,1501,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดวัน อาทิตย์ เวลา 15.0019.30 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1502,1502,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดวัน จันทร์ เวลา 15.0019.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1503,1503,-,1,-,20 คัน,4 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1504,1504,-,3 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถาส่วนตัว,รับสินค้าทุกประเภท
1505,1505,-,2 ไร่,-,30 คัน,5 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1506,1506,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ เวลา 4:00  18:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1507,1507,-,1,-,20 คัน,5 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถาส่วนตัว,รับสินค้าทุกประเภท
1508,1508,-,2 ไร่,-,30 คัน,6 ห้อง,เปิดทุกวัน เวลา 05:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1509,1509,-,2 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน เวลา 07:0019:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1510,1510,-,3 ไร่,-,100 คัน,10 ห้อง,เปิดทุกวัน เวลา 06:0020:00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1511,1511,-,4,-,50 คัน,20 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1512,1512,-,1,-,20 คัน,5 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1513,1513,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1514,1514,-,2 ไร่,-,50 คัน,20 ห้อง,เปิดทุกวัน เวลา 10:0022:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1515,1515,-,1,-,20 คัน,5 ห้อง,เปิดทุกวัน เวลา 03:0008:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1516,1516,-,1,-,20 คัน,5 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1517,1517,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1518,1518,-,1,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1519,1519,-,1,-,20 คัน,5 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1520,1520,-,1,-,20 คัน,5 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1521,1521,-,1,-,20 คัน,5 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1522,1522,-,-,-,20 คัน,5 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1523,1523,-,2 ไร่,-,30 คัน,10 ห้อง,ทุกวัน เวลา 08:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1524,1524,-,1,-,20 คัน,5 ห้อง,เปิดวันจันทร์ เวาล 07:0013:00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1525,1525,-,2 ไร่,-,50 คัน,20 ห้อง,ทุกวัน เวลา 10:0020:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1526,1526,-,1,-,20 คัน,5 ห้อง,ทุกวัน เวลา 10:0002:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1527,1527,-,2,-,30 คัน,5 ห้อง,ทุกวัน เวลา 10:0018:00 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1528,1528,-,1 ไร่,-,20 คัน,2 ห้อง,เปิดทุกวัน เวลา 05.0018.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1529,1529,-,1 ไร่,-,50 คัน,3 ห้อง,เปิดทุกวัน เวลา 08.0017.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1530,1530,-,1 ไร่,-,20 คัน,3 ห้อง,เปิดทุกวัน เวลา 05.0009.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1531,1531,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 05.00  18.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1532,1532,-,1 ไร่,-,10 คัน,3 ห้อง,เปิดทุกวัน เวลา 03.0016.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1533,1533,-,2 ไร่,-,60 คัน,4 ห้อง,เปิดทุกวัน เวลา 15:00–19:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1534,1534,-,2 ไร่,-,50 คัน,6 ห้อง,เปิดทุกวัน 05.0016.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1535,1535,-,1 ไร่,-,20 คัน,6 ห้อง,เปิดทุกวัน เวลา 09.0018.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1536,1536,-,1 ไร่,-,20 คัน,3 ห้อง,เปิดทุกวัน เวลา 05.3016.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1537,1537,-,-,-,50 คัน,6 ห้อง,"เปิดวันเสาร์, วันอาทิตย์ เวลา 15:00–23:00 น.",รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1538,1538,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1539,1539,-,3 ไร่,-,100 คัน,10 ห้อง,เปิดทุกวัน เวลา 17.0024.00 น.,รถส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1540,1540,-,2 ไร่,-,60 คัน,6 ห้อง,เปิดทุกวัน เวลา 05.3019.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1541,1541,-,2 ไร่,-,50 คัน,6 ห้อง,เปิดทุกวัน เวลา 07.0019.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1542,1542,-,2 ไร่,-,100 คัน,10 ห้อง,"เปิดวันพฤหัสบดี, วันศุกร์, วันเสาร์, วันอาทิตย์ เวลา 09.0016.00 น.",รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1543,1543,-,2 ไร่,-,30 คัน,10 ห้อง,เปิดทุกวัน 05.0018.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1544,1544,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันศุกร์ และวันเสาร์ เวลา 15.30  21.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1545,1545,-,1 ไร่,-,20 คัน,6 ห้อง,เปิดทุกวัน เวลา 12.0023.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1546,1546,-,2 ไร่,-,30 คัน,10 ห้อง,ทุกวัน เวลา 07:0019:00,รถส่วนตัว,รับสินค้าทุกประเภท
1547,1547,-,1 ไร่,-,20 คัน,6 ห้อง,เปิดทุกวัน เวลา 15.0020.00 น.,"รถยนต์ส่วนตัว,รถโดยสาร",ยินดีต้อนรับร้านค้าทุกประเภท
1548,1548,-,2 ไร่,-,50 คัน,6 ห้อง,เปิดทุกวัน เวลา 15.0023.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1549,1549,-,1 ไร่,-,10 คัน,6 ห้อง,เปิดทุกวัน เวลา 05.3016.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1550,1550,-,2 ไร่,-,30 คัน,2 ห้อง,เปิดทุกวัน เวลา 05.3019.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1551,1551,-,2 ไร่,-,100 คัน,10 ห้อง,เปิดทุกวัน 10.0022.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1552,1552,-,1,-,30 คัน,5 ห้อง,ทุกวัน เวลา 07:0022:00,รถส่วนตัว,รับสินค้าทุกประเภท
1553,1553,-,2 ไร่,-,100 คัน,10 ห้อง,เปิดทุกวัน 11.0019.30 น.,รถส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1554,1554,-,1 ไร่,-,20 คัน,2 ห้อง,เปิดทุกวัน เวลา 15.0020.00 น.,รถส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1555,1555,-,3 ไร่,-,80 คัน,10 ห้อง,เปิดเฉพาะวันศุกร์ เสาร์ อาทิตย์ เวลา 16.0022.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1556,1556,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันจันทร์ พุธ ศุกร์ เวลา 07.00  13.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1557,1557,-,2 ไร่,-,30 คัน,5 ห้อง,ทุกวัน เวลา 07:0022:00,รถส่วนตัว,รับสินค้าทุกประเภท
1558,1558,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 04.00  08.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
