DetailMarketId,MarketId,MarketDetail,RatingDetail,AddressDetail,GoogleMapLink
1554,1554,ตลาดนัดหน้าโรงเรียนท่าช้าง,3.70 (10),"พระนอน, นครหลวง, พระนครศรีอยุธยา 13260  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJLVDB93X2HTERvqSdptna6KM
1555,1555,ตลาดไนท์มาเก็ท  ตลาดอยุธยาไนท์มาร์เก็ต,4.10 (17),"ท่าวาสุกรี, พระนครศรีอยุธยา, พระนครศรีอยุธยา 13000  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJQ9lwUwB14jARBZVfkr1Jr3c
1556,1556,ตลาดเกษตรกร จังหวัดกาญจนบุรี ศูนย์เรียนรู้การบริหารจัดการสินค้าเกษตร,4.60 (20),XGWQ+JX2 ตำบล ปากแพรก อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJewRgkgtz4zAR5J0oRmcK4jo
1557,1557,ตลาดนัดปลายหริก,4.80 (28),ตำบล เคียนซา อำเภอ เคียนซา สุราษฎร์ธานี 84260  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJl50kjp1YUTARC-AEs98hFUY
1558,1558,ตลาดสดเทศบาลตรอน,4.20 (38),F4P5+FFQ ตำบล วังแดง อำเภอตรอน อุตรดิตถ์ 53140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJgY1a6ZM83zARn0gmY_J_wMo
1559,1559,ตลาดต้องชม ถ.วันวาน (ส),4.40 (21),M22W+P3H ตำบล ศรีพนมมาศ อำเภอ ลับแล อุตรดิตถ์ 53130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJpdssWlIu3zARIAkAdxbcYgQ
1560,1560,ตลาดนัดสี่แยกแขวง สี่แยกพระแสง,4.40 (33),ตำบล อิปัน อำเภอ พระแสง สุราษฎร์ธานี 84210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJbS9i9UnYUzAR_8ICxwfxzBo
1561,1561,ตลาดศึกษาภัณฑ์,4.40 (133),M22X+958 ตำบล ศรีพนมมาศ อำเภอ ลับแล อุตรดิตถ์ 53130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ2awwd00u3zARkIYIecRulvs
1562,1562,ตลาดฝายหลวง,4.70 (14),"M2HG+7V8, ทางหลวงแผ่นดินหมายเลข 1043, ตำบล ฝายหลวง อำเภอ ลับแล อุตรดิตถ์ 53130  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJxdd90o0u3zARzaK2VJP4sT0
1563,1563,ตลาดนัดบ้านไสนาว,4.10 (56),ตำบล กรูด อำเภอกาญจนดิษฐ์ สุราษฎร์ธานี 84160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJCRIbRwELVDARdneZBNNbSEY
1564,1564,ตลาดนัดควนสว่างพัฒนา,4.70 (6),ตำบล พ่วงพรมคร อำเภอ เคียนซา สุราษฎร์ธานี 84210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ7S8bUhDfUzARYfvnK07RtOc
1565,1565,ตลาดสดอุไรวร,4.30 (120),H3MC+956 ตำบล ไผ่ล้อม อำเภอ ลับแล อุตรดิตถ์ 53210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ12H2Tk8l3zARsrY9W5-YAmk
1566,1566,ตลาดพ่อทองดี (หน้าอนุสาวรีย์คู่บุญบารมี 4 แยกซำบอน),4.80 (8),ตำบล นายาง อำเภอพิชัย อุตรดิตถ์ 53120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ_dlccqAV3zARsMmdJJ360Mo
1567,1567,ตลาดสดเมืองทุ่งยั้ง,4.30 (290),37/2 102 ตำบล ทุ่งยั้ง อำเภอ ลับแล อุตรดิตถ์ 53210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ5Ryc0mEl3zARN9DZzPHSOIc
1568,1568,ตลาดสดน้ำพี้,5.00 (4),ตำบล น้ำพี้ อำเภอ ทองแสนขัน อุตรดิตถ์ 53230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJPfMJml5H3zAR2lMUFg46Nzo
1569,1569,ตลาดสดองค์การบริหารส่วนตำบลบ้านหม้อ,5.00 (2),737Q+3MR ตำบล บ้านหม้อ อำเภอพิชัย อุตรดิตถ์ 53120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJUSxO61ER3zARZtUt07qNpkA
1570,1570,ตลาดสดเทศบาลบ้านโคก,4.20 (9),ตำบล บ้านโคก อำเภอ บ้านโคก อุตรดิตถ์ 53180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJK-Qfhqg-JzERHuW6AiDdFO4
1571,1571,ตลาดสดเทศบาลน้ำปาด,4.70 (3),ตำบล แสนตอ อำเภอน้ำปาด อุตรดิตถ์ 53110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJE8mgKRSrIDERK94nO41ONaQ
1572,1572,ตลาดนัดหมู่บ้านกรุงศรี (ตลาดน้ำกรุงศรี),4.40 (99),"ประตูชัย, พระนครศรีอยุธยา, พระนครศรีอยุธยา 13000  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJM4qv-C514jARhR4Pk2uXvas
1573,1573,ตลาดสดวัฒนาวังกะพี้ (เช้า),0.00 (0),ตำบล วังกะพี้ อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์ 53170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJwc161yE73zARMGRIp2It8FY
1574,1574,กาดนัดหน้าวัดศรีดงเย็น,4.00 (2),ตำบลศรีดงเย็น อำเภอไชยปราการ เชียงใหม่ 50320  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJs5pXUKXK0DAR_J5byISH9WQ
1575,1575,ถนนคนเดินฝาง,4.50 (76),ตำบลเวียง อำเภอฝาง เชียงใหม่ 50110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJi4rEJAEt1zARd1fPIr6CdR0
1576,1576,ตลาดบ้านท่า อำเภอไชยปราการ,0.00 (0),บ้านท่า ต.ปงตำ อ.ไชยปราการ จ.เชียงใหม่  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJty_OnE7L0DARXtqw1gAuuVY
1577,1577,กาดแลงหน้าอำเภอไชยปราการ,0.00 (0),ตำบลศรีดงเย็น อำเภอไชยปราการเชียงใหม่ รหัสไปรษณีย์ 50320  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJqdMgBY3L0DARfZMnCvk93ss
1578,1578,ตลาดนัดสันป๋อ,0.00 (0),หมู่ที่ 8 บ้านสันป๋อ ตำบลสันต้นหมื้อ อำเภอแม่อาย จังหวัดเชียงใหม่  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJPc7aLoIu1zARoI-L-sVGAwQ
1579,1579,ลานตลาดชุมชนบ้านใหม่เสาหิน,4.00 (1),ม.14 ต.เวียง อ.ฝาง จ.เชียงใหม่  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJjaqAQFUt1zARfmtXxP7WAFE
1580,1580,กาดแม่ฮ่าง,4.10 (10),บ้านแม่ฮ่าง ต.แม่สาว อ.แม่อาย จ.เชียงใหม่  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ7U8if24s1zAR5T_wv-sBYD4
1581,1581,ตลาดหมู่บ้านนอแล,4.50 (220),บ้านนอแล ชายแดนไทยพม่า ตำบลม่อนปิ่น อำเภอฝาง เชียงใหม่  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJUbFOEUTQ0DARpLDWJkZdrtQ
1582,1582,ตลาดนัดปากทางดอยอ่างขาง,4.40 (23),ตำบลแม่สูน อำเภอฝาง เชียงใหม่  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJIbTXiv3K0DARNNejoS7vvHQ
1583,1583,กาดปุ๊ด,4.00 (1),ตำบลสันทราย อำเภอฝาง จังหวัดเชียงใหม่  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJpe-ROZIt1zARrDUuobM9i-s
1584,1584,กาดไนท์ ไชยปราการตลาดมาลี,3.90 (190),ตำบลศรีดงเย็น อำเภอไชยปราการเชียงใหม่ รหัสไปรษณีย์ 50320  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJhW3Jon7K0DAR8cHtvWLCC9Y
1585,1585,ตลาดนัดพร้าววันจันทร์,4.00 (1),ตำบลเวียง อำเภอพร้าว เชียงใหม่ รหัสไปรษณีย์ 50190  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJAeE9RzdV1zARY0cWCjaNXKg
1586,1586,กาดฮิมน้ำ,4.50 (2),ตำบลแม่แฝก อำเภอสันทราย เชียงใหม่ 50290  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJIRqRSk4R2jARdxFWiIcSzUY
1587,1587,ตลาดนัดอุ้ยต๋า,4.20 (44),ถนน1001 ตำบลแม่ปั๋ง อำเภอพร้าว จังหวัดเชียงใหม่  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJt9SZxwEC2jARL6hdo5e-asg
1588,1588,กาดฟ้าเพียงดาว,4.30 (88),491 ตำบลเชียงดาว อำเภอเชียงดาว เชียงใหม่  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJJebdlqKn0DARq4Zhtqskh1w
1589,1589,ตลาดนัดแสงจันทร์,4.50 (2),ตำบลเชียงดาว อำเภอเชียงดาว เชียงใหม่ 50170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJtRXAgrun0DARxytnB4H44WA
1590,1590,ถนนคนเดินเชียงดาว,4.10 (319),ตำบลเชียงดาว อำเภอเชียงดาวเชียงใหม่ รหัสไปรษณีย์ 50170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJIbkW7nSn0DARFRlc9yqNrUU
1591,1591,กาดแลงแสนไห,4.50 (2),"ลานบ่อน้ำช้าง พระธาตุแสนไห หมู่4 ตำบลแสนไห อำเภอเวียงแหง, จังหวัดเชียงใหม่ 50350  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJIWWolRqP0DARo1XW3Gnoxpc
1592,1592,ตลาดนัดวันพุธ โลตัสคำเที่ยง,4.20 (17),ลานจอดรถโลตัสคำเที่ยง ถนนตลาดคำเที่ยง ตำบลป่าตัน อำเภอเมือง เชียงใหม่  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJA6OpSac72jARmqaENOpDfz8
1593,1593,ตลาดนัดวันศุกร์ สี่แยกบ้านใหม่,4.50 (36),154 ม.10 บ้านใหม่ ตำบลร้องวัวแดง อำเภอสันกำแพง เชียงใหม่ 50130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJGSNFmhmH2TARqUHSan5qlVI
1594,1594,ตลาดนัดเปียงหลวง,4.50 (46),ตำบลเปียงหลวง อำเภอเวียงแหง เชียงใหม่ 50350  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJy7PtDrCN0DARjpIASp6B-so
1595,1595,ตลาดนัดแม่ริมพลาซ่า,4.10 (105),399 หมู่ที่ 1 ตำบลริมใต้ อำเภอแม่ริม จังหวัดเชียงใหม่  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJB0eRHTc82jARt_cZH2FFPPs
1596,1596,กาดจันทร์ หน้าตลาดสดเทศบาลสะเมิงใต้,3.90 (339),บ้านดงช้างแก้ว ตำบลสะเมิงใต้ อำเภอสะเมิง จังหวัดเชียงใหม่  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJQZWWUjFE2jAR3eTBS1BQTf8
1597,1597,ตลาดนัดคลองถม ทุกวันพุธ,5.00 (5),RJ74+28M ตลาดนัด ตำบล เมืองพล อำเภอพล ขอนแก่น 40120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJn-95OJaTGDERlYAkGbjxEnU
1598,1598,ตลาดนัด เดอะฟอร์ม นิโปร,4.30 (18),1 ตำบล บางนมโค อำเภอเสนา จังหวัดพระนครศรีอยุธยา 13110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJOziyVCZv4jARBZF2feAhU2w
1599,1599,ตลาดวังจาน,3.90 (69),"ตลาดวังจาน ทางหลวงแผ่นดินหมายเลข 2, ตำบลหนองแวงนางเบ้า อำเภอพล ขอนแก่น 40120  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJr_PAUOONGDERRRmMmfnrFs8
1600,1600,ตลาด ป.เภสัช,0.00 (0),MFQ6+PWJ 2348 ตำบล บ้านผือ อำเภอบ้านผือ อุดรธานี 41160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJU8ahtxh1JDER-WgXabQhF_4
1601,1601,ตลาดสดเทศบาลบ้านเชียงยืน,4.00 (24),ตำบล เชียงยืน อำเภอเมืองอุดรธานี อุดรธานี 41000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ17fJU1eFIzERDz-0Z56K2S0
1602,1602,ตลาดสดเทศบาลตำบลคำบง,4.40 (9),ตำบล คำบง อำเภอบ้านผือ อุดรธานี 41160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJk1JOqVOJIzERgsq32YEffmM
1603,1603,ตลาดนัดชุมชนบ้านหนองแวง,4.00 (38),ตำบล ไชยวาน อำเภอ ไชยวาน อุดรธานี 41290  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJr-GO179BIzEROYtFo13vjv8
1604,1604,ตลาดนัดสองอำเภอ,5.00 (1),ตำบล เชียงแหว อำเภอ ประจักษ์ศิลปาคม อุดรธานี 41110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJQ0v1gigTIzERL6Vofi3q8nY
1605,1605,ตลาดนัดคลองถมไชยวาน,4.20 (11),ตำบล ไชยวาน อำเภอ ไชยวาน อุดรธานี 41290  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJyVeJ-7xBIzERlWyskn_IUiU
1606,1606,ตลาดสดหนองหาน,0.00 (0),937X+5R5 ตำบล หนองหาน อำเภอหนองหาน อุดรธานี 41130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJFdl9iBdpIzERZ45zTLUIYW4
1607,1607,ตลาดเทศบาลชานุมาน,4.10 (140),660 2034 ตำบล ชานุมาน อำเภอ ชานุมาน อำนาจเจริญ 37210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ_-9gwPXiPTERXEK2pb-lggI
1608,1608,ตลาดเทศบาลสามโก้,4.60 (84),ตำบล สามโก้ อำเภอ สามโก้ อ่างทอง 14160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJlfXC57s94jARHPE9aM1WiIw
1609,1609,ตลาดนัดบางจัก,5.00 (1),ตำบล บางจัก อำเภอ วิเศษชัยชาญ อ่างทอง 14110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ4yOKnWsT4jAR2XKFqvrXaqo
1610,1610,ตลาดนัดคลองถม อ่างทอง,4.30 (262),HCVW+853 ตำบล ศาลาแดง อำเภอเมืองอ่างทอง อ่างทอง 14000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJRXBrGOIP4jARl2_Uv1Bl6j8
1611,1611,ตลาดนัดบุญมา (ส),5.00 (1),117 ตำบล คอรุม อำเภอพิชัย อุตรดิตถ์ 53120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJH_p1w-Qb3zARUNKfBFkLIHc
1612,1612,ตลาดสดห้าแยกป่าขนุน,4.30 (198),คุ้งตะเภา อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์ 53000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ58K2gQIx3zARBi9355iy_0U
1613,1613,ตลาดสังคม,3.70 (24),ตำบล แก้งไก่ อำเภอ สังคม หนองคาย 43160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJjz9SiL09JDERgfMy9iKWGLI
1614,1614,ตลาดสดตำบลเฝ้าไร่,0.00 (0),ตำบล เฝ้าไร่ อำเภอ เฝ้าไร่ หนองคาย 43120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJvVqdC__GJDERFa0qkTDqmZc
1615,1615,ตลาดหนองควาย,0.00 (0),ตำบล วังหลวง อำเภอ เฝ้าไร่ หนองคาย 43120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJOYC-P47DJDERZGcnMhA7THc
1616,1616,ตลาดเย็นเด่นนทีสามแยกวังกะพี้ (เย็น),4.50 (4),ตำบล วังกะพี้ อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์ 53170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJR9xZw5k73zARx-covbvFG9c
1617,1617,ตลาดนัดนาใหม่ (ศ),0.00 (0),7XHF+HG5 ตำบล ท่ามะเฟือง อำเภอพิชัย อุตรดิตถ์ 53120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJaUOS8WEc3zARtAwGSCrg7pQ
1618,1618,ตลาดนัด บขส.,4.40 (78),ตำบลวัดประดู่ อำเภอเมืองสุราษฎร์ธานี สุราษฎร์ธานี 84000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJMVPWBQQHVDARYAc_cx3M-4o
1619,1619,ตลาดสดเทศบาลปากคาด,5.00 (5),27 ซอย เทศบาล 16 ตำบล ปากคาด อำเภอ ปากคาด บึงกาฬ 38220  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJN5QP0vvYJDERNaaH42na24M
1620,1620,ตลาดนัด เฮง เฮงมาร์เก็ต​,0.00 (0),1001 ตำบลแม่แฝก อำเภอสันทราย เชียงใหม่ 50290  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJbQb7BX892jARlYJV2mI9Phg
1621,1621,ตลาดป้าเหียม,4.10 (11),ตำบล ท่าศาลา อำเภอท่าศาลา นครศรีธรรมราช 80160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJG-AjafYLUzARmGtBmx55hsg
1622,1622,ตลาดนัดนาใหม่ (ศ),3.90 (36),7XHF+HG5 ตำบล ท่ามะเฟือง อำเภอพิชัย อุตรดิตถ์ 53120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJaUOS8WEc3zARtAwGSCrg7pQ
1623,1623,ตลาดสดเทศบาลน้ำโสม,4.30 (135),Q4MF+5C6 ตำบล น้ำโสม อำเภอ น้ำโสม อุดรธานี 41210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJXTmUYMkDJDER4jg3Swkgtec
1624,1624,ตลาดสดบ้านผักบุ้ง ตำบลกลางใหญ่,4.10 (51),P9XX+7M6 ตำบล กลางใหญ่ อำเภอบ้านผือ อุดรธานี 41160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJBdFSPoIMJDER757phV3I5gA
1625,1625,ตลาดเทศบาลบ้านกลาง,4.30 (156),Q9GV+PQ5 ตำบล กลางใหญ่ อำเภอบ้านผือ อุดรธานี 41160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJv29yY_YMJDERiakazScEYRY
1626,1626,ตลาดชะอวด,0.00 (0),ตำบล ชะอวด อำเภอ ชะอวด นครศรีธรรมราช 80180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJPQrpH36LUjARoj6aoCTbGzI
1627,1627,ตลาดสดหนองหม้อ,4.50 (87),ตำบล สวนหลวง อำเภอ เฉลิมพระเกียรติ นครศรีธรรมราช 80190  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJlYKMlDLwUjARiaAdck-f9gc
1628,1628,ตลาดสดเทศบาลบ้านเทื่อม,3.90 (106),HM98+G6Q ตำบล เขือน้ำ อำเภอบ้านผือ อุดรธานี 41160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJETMGuV-GIzER5BqioH7srQA
1629,1629,ตลาดสดบ่อล้อ,5.00 (5),ตำบล แม่เจ้าอยู่หัว อำเภอ เชียรใหญ่ นครศรีธรรมราช 80190  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJr4jh-7XzUjARdX2KOk3cl90
1630,1630,ตลาดริมคลองหัวไทร,4.60 (70),ตำบล หัวไทร อำเภอ หัวไทร นครศรีธรรมราช 80170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJMcnFMPXBUjARlOtBZrbR2W8
1631,1631,ตลาดสดเทศบาลหัวไทร,4.50 (2),ตำบล หัวไทร อำเภอ หัวไทร นครศรีธรรมราช 80170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJRwcAAMDqUjARoxN4T-Au8-E
1632,1632,ตลาดบางวัง เทศบาลเมืองปากพนัง,4.50 (30),ตำบล บักดอง อำเภอ ขุนหาญ ศรีสะเกษ 33150  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJS1BCkTUtETERhnL4cusqx4c
1633,1633,ตลาดเช้าปากพนังฝั่งตะวันออก,4.30 (42),ตำบล ปากพนังฝั่งตะวันออก อำเภอ ปากพนัง นครศรีธรรมราช 80140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJZZblmtnhUjARzotliWLdp8M
1634,1634,ตลาดบัวตอง,4.90 (177),ตำบล โพธิ์เสด็จ เมือง นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJt46pMeMBUzARcmbAm_gerYo
1635,1635,ตลาดยูเทิร์นศรีสะเกษ,4.20 (887),ตำบล เมืองใต้ อำเภอเมืองศรีสะเกษ ศรีสะเกษ 33000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ8x-_kTzjFjERWKmi48LQM9k
1636,1636,ถนนคนเดินศรีสะเกษ Walking Street,4.40 (106),ตำบล เมืองใต้ อำเภอเมืองศรีสะเกษ ศรีสะเกษ 33000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJxXVxz8LiFjER_nU8EzOnl2A
1637,1637,ตลาดพนมรุ้ง,0.00 (0),ตำบล เมยวดี อำเภอ เมยวดี ร้อยเอ็ด 45250  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJETeYURtzPTERBmyQaaIGH6I
1638,1638,ตลาดโนนสวรรค์รุ่งเจริญ,4.50 (2),ตำบล รอบเมือง อำเภอเมืองร้อยเอ็ด ร้อยเอ็ด 45000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJl0x3kN_9FzERqqyb87zUTnQ
1639,1639,ตลาดชุมชนบ้านหนองผือ,5.00 (2),ตำบล หนองผือ อำเภอ จตุรพักตรพิมาน ร้อยเอ็ด 45180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJO7IsPf8dGDERk5426WdbJ1Q
1640,1640,ตลาดเอราวัณสแควร์ ร้อยเอ็ด,4.10 (87),ตำบล นิเวศน์ อำเภอธวัชบุรี ร้อยเอ็ด 45000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJD-bf7vr9FzERTo1UeKZH_CU
1641,1641,ตลาดใหม่เทอดไทย,4.40 (5),ตำบล เหล่า อำเภอ ทุ่งเขาหลวง ร้อยเอ็ด 45170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJB7M9vs7mFzER_XEtRLmMobo
1642,1642,ตลาดธวัชดินแดง,4.70 (18),ตำบล ธงธานี อำเภอธวัชบุรี ร้อยเอ็ด 45170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJtRnXqSRfPTERnrKgemq-jOE
1643,1643,ตลาดธวัชบุรี,4.20 (198),ธงธานี อำเภอธวัชบุรี ร้อยเอ็ด 45170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJdaTXTN_iFzERvsY4bC65wZU
1644,1644,ตลาดพารวย,4.40 (14),ตำบล ลำภู อำเภอเมืองนราธิวาส นราธิวาส 96000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJKyjOTEfxszERd2i-ul7f3e8
1645,1645,ถนนคนเดินบุหงาตันหยง,3.70 (3),ตำบล บางนาค อำเภอเมืองนราธิวาส นราธิวาส 96000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJg89CktQVtDERSCfIVYpNnVE
1646,1646,ตลาดนัดตันหยงมัส,3.80 (82),ตำบล ตันหยงมัส อำเภอ ระแงะ นราธิวาส 96130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ61XT8T_1szERiXG1o57ljyU
1647,1647,ตลาดสด (พิธาน),4.20 (273),"ตำบลบางนาค อำเภอเมืองนราธิวาส จังหวัดนราธิวาส, 96000  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJZWZbbcPxszERQaaWmYEAR5M
1648,1648,ตลาดสดเมยวดี,3.00 (5),ตำบล เมยวดี อำเภอ เมยวดี ร้อยเอ็ด 45250  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJETeYURtzPTERBmyQaaIGH6I
1649,1649,ตลาดประชารัฐคนไทยยิ้มได้,4.30 (72),ปะลุกาสาเมาะ อำเภอ บาเจาะ นราธิวาส 96170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJo5Cysx2-szERnUgkSNMU6Dc
1650,1650,ตลาดนัดสุไหงปาดี(ข้างนอก),4.80 (4),สุไหงโกลก อำเภอ ไสุไหงโกลก นราธิวาส 96120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJWb677vMZtDER8j2-QPWB5b8
1651,1651,ตลาดหน้าวัดประชุมชนธารา,4.10 (27),ตำบล พร่อน อำเภอ ตากใบ นราธิวาส 96110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJZ4kBePkAtDERgPwqQz-6gTA
1652,1652,ตลาดเทศบาลโพธิ์ไทร,4.50 (21),ต.โพธิ์ไทร อ อำเภอ โพธิ์ไทร อุบลราชธานี 34340  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ0VVKL2HxFTERRh0wr9G2T_w
1653,1653,ตลาดเทศบาลตำบลหัวนา,4.30 (6),ตำบล หัวนา อำเภอ เขมราฐ อุบลราชธานี 34170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ3wBxksj84zARuHpjWiIas18
1654,1654,ตลาดเทศบาล 3 อ.ตระการพืชผล,0.00 (0),ตำบล ขุหลุ อำเภอตระการพืชผล อุบลราชธานี 34130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJWY1xOTCGFjER_mx7kNO_5nI
1655,1655,ตลาดเทศบาล 1 อ.ตระการพืชผล,4.20 (138),ตำบล ขุหลุ อำเภอตระการพืชผล อุบลราชธานี 34130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ0cAJcysgFDERf_vniFzala8
1656,1656,ตลาดมีเจริญ,0.00 (0),ตำบล ธาตุ อำเภอวารินชำราบ อุบลราชธานี 34190  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ9ZSgno2FFjERdf6bx0SmJAE
1657,1657,ตลาดเจริญศรี,4.40 (12),ตำบล แสนสุข อำเภอวารินชำราบ อุบลราชธานี 34190  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ4-FiJ_2HFjERgHLEPg61KWo
1658,1658,ตลาดสดเทศบาลวารินชำราบ,4.80 (169),ตำบล วารินชำราบ อำเภอวารินชำราบ อุบลราชธานี 34190  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJgSiwEqaHFjERcVSPeCGh-34
